atemp,hum,windspeed,casual,sum%
0.755833,0.699508,0.620417,0.1561,7.286
0.715833,0.667942,0.715833,0.238813,5.786
0.6925,0.638267,0.732917,0.206479,6.299
0.700833,0.644579,0.530417,0.122512,6.544
0.720833,0.662254,0.545417,0.136212,6.883
0.726667,0.676779,0.686667,0.169158,6.784
0.706667,0.654037,0.619583,0.169771,7.347
0.719167,0.654688,0.519167,0.141796,7.605
0.723333,0.2424,0.570833,0.231354,7.148
0.678333,0.618071,0.603333,0.177867,7.865
0.635833,0.603554,0.711667,0.08645,4.549
0.635833,0.595967,0.734167,0.129979,6.53
0.649167,0.601025,0.67375,0.0727708,7.006
0.6675,0.621854,0.677083,0.0702833,7.375
0.695833,0.637008,0.635833,0.0845958,7.765
0.7025,0.6471,0.615,0.0721458,7.582
0.661667,0.618696,0.712917,0.244408,6.053
0.653333,0.595996,0.845833,0.228858,5.255
0.703333,0.654688,0.730417,0.128733,6.917
0.728333,0.66605,0.62,0.190925,7.04
0.685,0.635733,0.552083,0.112562,7.697
0.706667,0.652779,0.590417,0.0771167,7.713
0.764167,0.6894,0.5875,0.168533,7.35
0.753333,0.702654,0.638333,0.113187,6.14
0.696667,0.649,0.815,0.0640708,5.81
0.7075,0.661629,0.790833,0.151121,6.034
0.725833,0.686888,0.755,0.236321,6.864
0.736667,0.708983,0.74125,0.187808,7.112
0.696667,0.655329,0.810417,0.142421,6.203
0.703333,0.657204,0.73625,0.171646,7.504
0.659167,0.611121,0.799167,0.281104,5.976
0.61,0.578925,0.5475,0.224496,8.227
0.583333,0.565654,0.50375,0.258713,7.525
0.5775,0.554292,0.52,0.0920542,7.767
0.599167,0.570075,0.577083,0.131846,7.87
0.6125,0.579558,0.637083,0.0827208,7.804
0.633333,0.594083,0.6725,0.103863,8.009
0.608333,0.585867,0.501667,0.247521,8.714
0.58,0.563125,0.57,0.0901833,7.333
0.580833,0.55305,0.734583,0.151742,6.869
0.623333,0.565067,0.8725,0.357587,4.073
0.5525,0.540404,0.536667,0.215175,7.591
0.546667,0.532192,0.618333,0.118167,7.72
0.599167,0.571971,0.66875,0.154229,8.167
0.65,0.610488,0.646667,0.283583,8.395
0.529167,0.518933,0.467083,0.223258,7.907
0.514167,0.502513,0.492917,0.142404,7.436
0.55,0.544179,0.57,0.236321,7.538
0.635,0.596613,0.630833,0.2444,7.733
0.65,0.607975,0.690833,0.134342,7.393
0.619167,0.585863,0.69,0.164179,7.415
0.5425,0.530296,0.542917,0.227604,8.555
0.526667,0.517663,0.583333,0.134958,6.889
0.520833,0.512,0.649167,0.0908042,6.778
0.590833,0.542333,0.871667,0.104475,4.639
0.6575,0.599133,0.79375,0.0665458,7.572
0.6575,0.607975,0.722917,0.117546,7.328
0.615,0.580187,0.6275,0.10635,8.156
0.554167,0.538521,0.664167,0.268025,7.965
0.415833,0.419813,0.708333,0.141162,3.51
0.383333,0.387608,0.709583,0.189679,5.478
0.446667,0.438112,0.761667,0.1903,6.392
0.514167,0.503142,0.630833,0.187821,7.691
0.435,0.431167,0.463333,0.181596,7.57
0.4375,0.433071,0.539167,0.235092,7.282
0.393333,0.391396,0.494583,0.146142,7.109
0.521667,0.508204,0.640417,0.278612,6.639
0.561667,0.53915,0.7075,0.296037,5.875
0.468333,0.460846,0.558333,0.182221,7.534
0.455833,0.450108,0.692917,0.101371,7.461
0.5225,0.512625,0.728333,0.236937,7.509
0.563333,0.537896,0.815,0.134954,5.424
0.484167,0.472842,0.572917,0.117537,8.09
0.464167,0.456429,0.51,0.166054,6.824
0.4875,0.482942,0.568333,0.0814833,7.058
0.544167,0.530304,0.641667,0.0945458,7.466
0.5875,0.558721,0.63625,0.0727792,7.693
0.55,0.529688,0.800417,0.124375,7.359
0.545833,0.52275,0.807083,0.132467,7.444
0.53,0.515133,0.72,0.235692,7.852
0.4775,0.467771,0.694583,0.398008,4.459
0.44,0.4394,0.88,0.3582,0.022
0.318182,0.309909,0.825455,0.213009,1.096
0.3575,0.3611,0.666667,0.166667,5.566
0.365833,0.369942,0.581667,0.157346,5.986
0.355,0.356042,0.522083,0.266175,5.847
0.343333,0.323846,0.49125,0.270529,5.138
0.325833,0.329538,0.532917,0.179108,5.107
0.319167,0.308075,0.494167,0.236325,5.259
0.280833,0.281567,0.567083,0.173513,5.686
0.295833,0.274621,0.5475,0.304108,5.035
0.352174,0.341891,0.333478,0.347835,5.315
0.361667,0.355413,0.540833,0.214558,5.992
0.389167,0.393937,0.645417,0.0578458,6.536
0.420833,0.421713,0.659167,0.1275,6.852
0.485,0.475383,0.741667,0.173517,6.269
0.343333,0.323225,0.662917,0.342046,4.094
0.289167,0.281563,0.552083,0.199625,5.495
0.321667,0.324492,0.620417,0.152987,5.445
0.345,0.347204,0.524583,0.171025,5.698
0.325,0.326383,0.545417,0.179729,5.629
0.3425,0.337746,0.692917,0.227612,4.669
0.380833,0.375621,0.623333,0.235067,5.499
0.374167,0.380667,0.685,0.082725,5.634
0.353333,0.364892,0.61375,0.103246,5.146
0.34,0.350371,0.580417,0.0528708,2.425
0.368333,0.378779,0.56875,0.148021,3.91
0.278333,0.248742,0.404583,0.376871,2.277
0.245833,0.257583,0.468333,0.1505,2.424
0.313333,0.339004,0.535417,0.04665,5.087
0.291667,0.281558,0.786667,0.237562,3.959
0.296667,0.289762,0.50625,0.210821,5.26
0.28087,0.298422,0.555652,0.115522,5.323
0.298333,0.323867,0.649583,0.0584708,5.668
0.298333,0.316904,0.806667,0.0597042,5.191
0.3475,0.359208,0.823333,0.124379,4.649
0.4525,0.455796,0.7675,0.0827208,6.234
0.475833,0.469054,0.73375,0.174129,6.606
0.438333,0.428012,0.485,0.324021,5.729
0.255833,0.258204,0.50875,0.174754,5.375
0.320833,0.321958,0.764167,0.1306,5.008
0.381667,0.389508,0.91125,0.101379,5.582
0.384167,0.390146,0.905417,0.157975,3.228
0.435833,0.435575,0.925,0.190308,5.17
0.353333,0.338363,0.596667,0.296037,5.501
0.2975,0.297338,0.538333,0.162937,5.319
0.295833,0.294188,0.485833,0.174129,5.532
0.281667,0.294192,0.642917,0.131229,5.611
0.324167,0.338383,0.650417,0.10635,5.047
0.3625,0.369938,0.83875,0.100742,3.786
0.393333,0.4015,0.907083,0.0982583,4.585
0.410833,0.409708,0.66625,0.221404,5.557
0.3325,0.342162,0.625417,0.184092,5.267
0.33,0.335217,0.667917,0.132463,4.128
0.326667,0.301767,0.556667,0.374383,3.623
0.265833,0.236113,0.44125,0.407346,1.749
0.245833,0.259471,0.515417,0.133083,1.787
0.231304,0.2589,0.791304,0.0772304,0.92
0.291304,0.294465,0.734783,0.168726,1.013
0.243333,0.220333,0.823333,0.316546,0.441
0.254167,0.226642,0.652917,0.350133,2.114
0.253333,0.255046,0.59,0.155471,3.095
0.253333,0.2424,0.752917,0.124383,1.341
0.255833,0.2317,0.483333,0.350754,1.796
0.215833,0.223487,0.5775,0.154846,2.729
